tentinh,wb_poverty,count,tax_amount
Quảng Nam,lower-middle,13434,16000
Quảng Nam,normal,1346646.3333333333,16000
Quảng Nam,upper-middle,72560.2,16000
Quảng Ngãi,extreme poverty,53463,16000
Quảng Ngãi,lower-middle,30952.4,16000
Quảng Ngãi,normal,1011695.0666666667,16000
Quảng Ngãi,upper-middle,96455.53333333334,16000
Quảng Ninh,extreme poverty,20695.733333333334,16000
Quảng Ninh,normal,1325069.8666666667,16000
Quảng Ninh,upper-middle,9619.4,16000
Quảng Trị,extreme poverty,18396.666666666668,16000
Quảng Trị,lower-middle,16389.4,16000
Quảng Trị,normal,598140.4,16000
Quảng Trị,upper-middle,33631.53333333333,16000
Sóc Trăng,extreme poverty,22402,16000
Sóc Trăng,lower-middle,21281.466666666667,16000
Sóc Trăng,normal,1005674.1333333333,16000
Sóc Trăng,upper-middle,63339.4,16000
Sơn La,extreme poverty,162365.26666666666,16000
Sơn La,lower-middle,92325.33333333333,16000
Sơn La,normal,801004.2666666667,16000
Sơn La,upper-middle,199311.13333333333,16000
Thanh Hóa,normal,3557610,16000
Thái Bình,extreme poverty,10434,16000
Thái Bình,lower-middle,30486.399999999998,16000
Thái Bình,normal,1566709.6,16000
Thái Bình,upper-middle,20607,16000
Thái Nguyên,extreme poverty,14682.266666666666,16000
Thái Nguyên,lower-middle,17737.6,16000
Thái Nguyên,normal,1221144.8666666667,16000
Thái Nguyên,upper-middle,39443.26666666666,16000
Thừa Thiên Huế,extreme poverty,28776.733333333334,16000
Thừa Thiên Huế,lower-middle,16628.13333333333,16000
Thừa Thiên Huế,normal,1056951.6666666667,16000
Thừa Thiên Huế,upper-middle,35418.46666666667,16000
Tiền Giang,extreme poverty,31904.666666666668,16000
Tiền Giang,lower-middle,31804.86666666667,16000
Tiền Giang,normal,1614115.1333333333,16000
Tiền Giang,upper-middle,86132.33333333333,16000
Trà Vinh,extreme poverty,18358.133333333335,16000
Trà Vinh,lower-middle,29045.133333333335,16000
Trà Vinh,normal,879637.4,16000
Trà Vinh,upper-middle,48597.333333333336,16000
Tuyên Quang,extreme poverty,38786.86666666667,16000
Tuyên Quang,lower-middle,17119.6,16000
Tuyên Quang,normal,694956.6,16000
Tuyên Quang,upper-middle,53658.933333333334,16000
Tây Ninh,extreme poverty,3196.7333333333336,16000
Tây Ninh,lower-middle,8602,16000
Tây Ninh,normal,1094922.4,16000
Tây Ninh,upper-middle,22787.86666666667,16000
Vĩnh Long,extreme poverty,17820.86666666667,16000
Vĩnh Long,lower-middle,22121.466666666667,16000
Vĩnh Long,normal,949547.8,16000
Vĩnh Long,upper-middle,82269.86666666667,16000
Vĩnh Phúc,extreme poverty,16262.4,16000
Vĩnh Phúc,lower-middle,11415,16000
Vĩnh Phúc,normal,1124056.4666666666,16000
Vĩnh Phúc,upper-middle,54860.13333333333,16000
Yên Bái,extreme poverty,33823.333333333336,16000
Yên Bái,lower-middle,34296.53333333333,16000
Yên Bái,normal,708130.6,16000
Yên Bái,upper-middle,97384.53333333334,16000
Điện Biên,extreme poverty,93195.8,16000
Điện Biên,lower-middle,70127.73333333334,16000
Điện Biên,normal,333218.6666666667,16000
Điện Biên,upper-middle,113163.8,16000
Đà Nẵng,normal,1188497,16000
Đà Nẵng,upper-middle,1917,16000
Đắk Lắk,extreme poverty,77176.13333333333,16000
Đắk Lắk,lower-middle,84655.93333333333,16000
Đắk Lắk,normal,1573170.8,16000
Đắk Lắk,upper-middle,111443.13333333333,16000
Đắk Nông,extreme poverty,30060.6,16000
Đắk Nông,lower-middle,32370.8,16000
Đắk Nông,normal,544318.9333333333,16000
Đắk Nông,upper-middle,51838.666666666664,16000
Đồng Nai,extreme poverty,7061.5999999999995,16000
Đồng Nai,lower-middle,3057.6,16000
Đồng Nai,normal,2999083.1333333333,16000
Đồng Nai,upper-middle,31632.666666666668,16000
Đồng Tháp,extreme poverty,7447.466666666666,16000
Đồng Tháp,normal,1508873.1333333333,16000
Đồng Tháp,upper-middle,29896.399999999998,16000
An Giang,extreme poverty,2130.9333333333334,17000
An Giang,lower-middle,14754.066666666666,17000
An Giang,normal,1847643.0666666667,17000
An Giang,upper-middle,34173.933333333334,17000
Bà Rịa - Vũng Tàu,extreme poverty,7808,17000
Bà Rịa - Vũng Tàu,lower-middle,14220.866666666667,17000
Bà Rịa - Vũng Tàu,normal,1111587.8,17000
Bà Rịa - Vũng Tàu,upper-middle,20042.333333333332,17000
Bình Dương,extreme poverty,6520.866666666667,17000
Bình Dương,normal,2797315.1333333333,17000
Bình Dương,upper-middle,13685,17000
Bình Phước,extreme poverty,9320.2,17000
Bình Phước,lower-middle,10387.933333333334,17000
Bình Phước,normal,960102.4,17000
Bình Phước,upper-middle,29297.466666666667,17000
Bình Thuận,normal,1223288,17000
Bình Định,extreme poverty,75634.46666666667,17000
Bình Định,lower-middle,35475.13333333333,17000
Bình Định,normal,1266566,17000
Bình Định,upper-middle,104183.4,17000
Bạc Liêu,extreme poverty,11238.266666666666,17000
Bạc Liêu,lower-middle,10360.2,17000
Bạc Liêu,normal,839327.9333333333,17000
Bạc Liêu,upper-middle,30589.6,17000
Bắc Giang,extreme poverty,21720.933333333334,17000
Bắc Giang,lower-middle,9261.533333333333,17000
Bắc Giang,normal,1681503,17000
Bắc Giang,upper-middle,61666.53333333333,17000
Bắc Kạn,extreme poverty,66204.8,17000
Bắc Kạn,lower-middle,16145.4,17000
Bắc Kạn,normal,195954.13333333333,17000
Bắc Kạn,upper-middle,34053.666666666664,17000
Bắc Ninh,extreme poverty,16394.333333333332,17000
Bắc Ninh,lower-middle,5537.133333333333,17000
Bắc Ninh,normal,1496190.8,17000
Bắc Ninh,upper-middle,36118.73333333333,17000
Bến Tre,extreme poverty,54168.53333333333,17000
Bến Tre,lower-middle,32040.533333333333,17000
Bến Tre,normal,1036127.3333333334,17000
Bến Tre,upper-middle,77315.6,17000
Cao Bằng,extreme poverty,88205.66666666667,17000
Cao Bằng,lower-middle,38952.8,17000
Cao Bằng,normal,342397.6666666667,17000
Cao Bằng,upper-middle,63657.86666666667,17000
Cà Mau,extreme poverty,45214.666666666664,17000
Cà Mau,lower-middle,31152,17000
Cà Mau,normal,1010339.6666666666,17000
Cà Mau,upper-middle,61299.666666666664,17000
Cần Thơ,extreme poverty,9657.333333333334,17000
Cần Thơ,lower-middle,5738,17000
Cần Thơ,normal,1413103.6666666667,17000
Cần Thơ,upper-middle,20147,17000
Gia Lai,extreme poverty,135382.2,17000
Gia Lai,lower-middle,97801.4,17000
Gia Lai,normal,1185768.4666666668,17000
Gia Lai,upper-middle,192503.93333333332,17000
Hoà Bình,extreme poverty,28140.866666666665,17000
Hoà Bình,lower-middle,20420.866666666665,17000
Hoà Bình,normal,728610.5333333333,17000
Hoà Bình,upper-middle,61270.73333333333,17000
Hà Giang,extreme poverty,131941.6,17000
Hà Giang,lower-middle,48573,17000
Hà Giang,normal,562110.1333333333,17000
Hà Giang,upper-middle,140857.26666666666,17000
Hà Nam,extreme poverty,25686.466666666667,17000
Hà Nam,lower-middle,8629.866666666667,17000
Hà Nam,normal,776167.4,17000
Hà Nam,upper-middle,28832.266666666666,17000
Hà Nội,extreme poverty,53109.6,17000
Hà Nội,lower-middle,37809.13333333333,17000
Hà Nội,normal,8393013.733333332,17000
Hà Nội,upper-middle,222502.53333333333,17000
Hà Tĩnh,extreme poverty,66091.66666666667,17000
Hà Tĩnh,lower-middle,21317.466666666667,17000
Hà Tĩnh,normal,1047017.7333333334,17000
Hà Tĩnh,upper-middle,126667.13333333333,17000
Hưng Yên,extreme poverty,30436.466666666667,17000
Hưng Yên,lower-middle,16145.133333333333,17000
Hưng Yên,normal,1297610,17000
Hưng Yên,upper-middle,54990.4,17000
Hải Dương,extreme poverty,30944.2,17000
Hải Dương,lower-middle,12846.466666666667,17000
Hải Dương,normal,2065779.6666666667,17000
Hải Dương,upper-middle,52836.666666666664,17000
Hải Phòng,extreme poverty,33385.46666666667,17000
Hải Phòng,lower-middle,21269,17000
Hải Phòng,normal,1928992.5999999999,17000
Hải Phòng,upper-middle,45094.933333333334,17000
Hậu Giang,extreme poverty,10491,17000
Hậu Giang,lower-middle,22306.333333333332,17000
Hậu Giang,normal,593100.3333333334,17000
Hậu Giang,upper-middle,32200.333333333332,17000
Hồ Chí Minh,normal,8794113,17000
Khánh Hòa,normal,1192853,17000
Kiên Giang,extreme poverty,14028.266666666666,17000
Kiên Giang,lower-middle,20721.2,17000
Kiên Giang,normal,1684097,17000
Kiên Giang,upper-middle,49607.53333333333,17000
Kon Tum,extreme poverty,41182.066666666666,17000
Kon Tum,lower-middle,21221.6,17000
Kon Tum,normal,453272.8666666667,17000
Kon Tum,upper-middle,37659.46666666667,17000
Lai Châu,extreme poverty,70684.86666666667,17000
Lai Châu,lower-middle,42076.4,17000
Lai Châu,normal,282423.8,17000
Lai Châu,upper-middle,78244.93333333333,17000
Long An,extreme poverty,11869.400000000001,17000
Long An,lower-middle,22734.533333333333,17000
Long An,normal,1597874.5333333334,17000
Long An,upper-middle,41383.53333333333,17000
Lào Cai,extreme poverty,63516.6,17000
Lào Cai,lower-middle,22574.4,17000
Lào Cai,normal,569447.4,17000
Lào Cai,upper-middle,98487.6,17000
Lâm Đồng,extreme poverty,25999.6,17000
Lâm Đồng,lower-middle,16958.933333333334,17000
Lâm Đồng,normal,1197487.4,17000
Lâm Đồng,upper-middle,62615.066666666666,17000
Lạng Sơn,extreme poverty,41644.666666666664,17000
Lạng Sơn,lower-middle,43346.53333333333,17000
Lạng Sơn,normal,539429.2,17000
Lạng Sơn,upper-middle,94357.6,17000
Nam Định,extreme poverty,46047.86666666667,17000
Nam Định,lower-middle,34686.86666666667,17000
Nam Định,normal,1623488.2666666666,17000
Nam Định,upper-middle,77501,17000
Nghệ An,extreme poverty,114878.8,17000
Nghệ An,lower-middle,92428.13333333333,17000
Nghệ An,normal,2496982.2666666666,17000
Nghệ An,upper-middle,310574.8,17000
Ninh Bình,extreme poverty,18948.13333333333,17000
Ninh Bình,lower-middle,17974.6,17000
Ninh Bình,normal,929997.9333333333,17000
Ninh Bình,upper-middle,35005.333333333336,17000
Ninh Thuận,extreme poverty,39935.8,17000
Ninh Thuận,lower-middle,15324.666666666668,17000
Ninh Thuận,normal,518201.2,17000
Ninh Thuận,upper-middle,43555.333333333336,17000
Phú Thọ,extreme poverty,51593.6,17000
Phú Thọ,lower-middle,38694.2,17000
Phú Thọ,normal,1371537.5333333334,17000
Phú Thọ,upper-middle,63207.666666666664,17000
Phú Yên,extreme poverty,24850.8,17000
Phú Yên,lower-middle,17717.533333333333,17000
Phú Yên,normal,767374.7333333333,17000
Phú Yên,upper-middle,50196.933333333334,17000
Quảng Bình,extreme poverty,54921.73333333334,17000
Quảng Bình,lower-middle,19718.266666666666,17000
Quảng Bình,normal,722833.2,17000
Quảng Bình,upper-middle,20089.8,17000
Quảng Nam,extreme poverty,55563.2,17000
Quảng Nam,lower-middle,11662.666666666668,17000
Quảng Nam,normal,1341655.5333333334,17000
Quảng Nam,upper-middle,75759.6,17000
Quảng Ngãi,extreme poverty,56643.4,17000
Quảng Ngãi,lower-middle,30443.333333333332,17000
Quảng Ngãi,normal,1009967.3333333334,17000
Quảng Ngãi,upper-middle,95511.93333333333,17000
Quảng Ninh,extreme poverty,20695.733333333334,17000
Quảng Ninh,normal,1323056.9333333333,17000
Quảng Ninh,upper-middle,11632.333333333334,17000
Quảng Trị,extreme poverty,19660.666666666668,17000
Quảng Trị,lower-middle,15125.4,17000
Quảng Trị,normal,593194.5333333333,17000
Quảng Trị,upper-middle,38577.4,17000
Sóc Trăng,extreme poverty,23723.733333333334,17000
Sóc Trăng,lower-middle,24436.533333333333,17000
Sóc Trăng,normal,1004338.5333333333,17000
Sóc Trăng,upper-middle,60198.2,17000
Sơn La,extreme poverty,176007.26666666666,17000
Sơn La,lower-middle,80912.73333333334,17000
Sơn La,normal,793060.8666666667,17000
Sơn La,upper-middle,205025.13333333333,17000
Thanh Hóa,normal,3557610,17000
Thái Bình,extreme poverty,12183.066666666668,17000
Thái Bình,lower-middle,30627.2,17000
Thái Bình,normal,1565860.2,17000
Thái Bình,upper-middle,19566.533333333333,17000
Thái Nguyên,extreme poverty,16451.333333333332,17000
Thái Nguyên,lower-middle,15968.533333333333,17000
Thái Nguyên,normal,1217731.6666666667,17000
Thái Nguyên,upper-middle,42856.46666666667,17000
Thừa Thiên Huế,extreme poverty,30211.933333333334,17000
Thừa Thiên Huế,lower-middle,16868.733333333334,17000
Thừa Thiên Huế,normal,1056951.6666666667,17000
Thừa Thiên Huế,upper-middle,33742.666666666664,17000
Tiền Giang,extreme poverty,41031.46666666667,17000
Tiền Giang,lower-middle,22678.066666666666,17000
Tiền Giang,normal,1609638.3333333333,17000
Tiền Giang,upper-middle,90609.13333333333,17000
Trà Vinh,extreme poverty,23938.6,17000
Trà Vinh,lower-middle,29921.733333333334,17000
Trà Vinh,normal,879637.4,17000
Trà Vinh,upper-middle,42140.26666666667,17000
Tuyên Quang,extreme poverty,44425.13333333333,17000
Tuyên Quang,lower-middle,12836.533333333333,17000
Tuyên Quang,normal,690544.6,17000
Tuyên Quang,upper-middle,56715.73333333333,17000
Tây Ninh,extreme poverty,3196.7333333333336,17000
Tây Ninh,lower-middle,8602,17000
Tây Ninh,normal,1088874,17000
Tây Ninh,upper-middle,28836.266666666666,17000
Vĩnh Long,extreme poverty,20724.86666666667,17000
Vĩnh Long,lower-middle,23977.8,17000
Vĩnh Long,normal,942457.1333333333,17000
Vĩnh Long,upper-middle,84600.2,17000
Vĩnh Phúc,extreme poverty,16262.4,17000
Vĩnh Phúc,lower-middle,13383.266666666666,17000
Vĩnh Phúc,normal,1122713,17000
Vĩnh Phúc,upper-middle,54235.333333333336,17000
Yên Bái,extreme poverty,37453.86666666667,17000
Yên Bái,lower-middle,35287.46666666667,17000
Yên Bái,normal,701039.2666666667,17000
Yên Bái,upper-middle,99854.4,17000
Điện Biên,extreme poverty,96498.33333333333,17000
Điện Biên,lower-middle,78429.4,17000
Điện Biên,normal,328416.2,17000
Điện Biên,upper-middle,106362.06666666667,17000
Đà Nẵng,normal,1188497,17000
Đà Nẵng,upper-middle,1917,17000
Đắk Lắk,extreme poverty,82239.86666666667,17000
Đắk Lắk,lower-middle,85287.93333333333,17000
Đắk Lắk,normal,1571982.8,17000
Đắk Lắk,upper-middle,106935.4,17000
Đắk Nông,extreme poverty,32870.86666666667,17000
Đắk Nông,lower-middle,30406.533333333333,17000
Đắk Nông,normal,541604.4,17000
Đắk Nông,upper-middle,53707.2,17000
Đồng Nai,extreme poverty,7061.5999999999995,17000
Đồng Nai,lower-middle,6114,17000
Đồng Nai,normal,2999083.1333333333,17000
Đồng Nai,upper-middle,28576.266666666666,17000
Đồng Tháp,extreme poverty,7447.466666666666,17000
Đồng Tháp,lower-middle,1714.2666666666667,17000
Đồng Tháp,normal,1507044.3333333333,17000
Đồng Tháp,upper-middle,30010.933333333334,17000
An Giang,extreme poverty,6163.2,18000
An Giang,lower-middle,14681.666666666666,18000
An Giang,normal,1845642.5333333334,18000
An Giang,upper-middle,32214.600000000002,18000
Bà Rịa - Vũng Tàu,extreme poverty,10208,18000
Bà Rịa - Vũng Tàu,lower-middle,15220.4,18000
Bà Rịa - Vũng Tàu,normal,1111587.8,18000
Bà Rịa - Vũng Tàu,upper-middle,16642.8,18000
Bình Dương,extreme poverty,6520.866666666667,18000
Bình Dương,normal,2792916.1333333333,18000
Bình Dương,upper-middle,18084,18000
Bình Phước,extreme poverty,9320.2,18000
Bình Phước,lower-middle,10387.933333333334,18000
Bình Phước,normal,960102.4,18000
Bình Phước,upper-middle,29297.466666666667,18000
Bình Thuận,normal,1223288,18000
Bình Định,extreme poverty,79505.4,18000
Bình Định,lower-middle,37082.066666666666,18000
Bình Định,normal,1264742.8,18000
Bình Định,upper-middle,100528.73333333334,18000
Bạc Liêu,extreme poverty,11238.266666666666,18000
Bạc Liêu,lower-middle,12794.266666666666,18000
Bạc Liêu,normal,836094.0666666667,18000
Bạc Liêu,upper-middle,31389.4,18000
Bắc Giang,extreme poverty,23886.266666666666,18000
Bắc Giang,lower-middle,9123,18000
Bắc Giang,normal,1677382.1333333333,18000
Bắc Giang,upper-middle,63760.6,18000
Bắc Kạn,extreme poverty,68078.66666666667,18000
Bắc Kạn,lower-middle,15888.466666666667,18000
Bắc Kạn,normal,195231.93333333335,18000
Bắc Kạn,upper-middle,33158.933333333334,18000
Bắc Ninh,extreme poverty,16394.333333333332,18000
Bắc Ninh,lower-middle,10040.466666666667,18000
Bắc Ninh,normal,1496190.8,18000
Bắc Ninh,upper-middle,31615.399999999998,18000
Bến Tre,extreme poverty,61775,18000
Bến Tre,lower-middle,30499.13333333333,18000
Bến Tre,normal,1031723.4666666667,18000
Bến Tre,upper-middle,75654.4,18000
Cao Bằng,extreme poverty,89997.66666666667,18000
Cao Bằng,lower-middle,43432.8,18000
Cao Bằng,normal,340008.73333333334,18000
Cao Bằng,upper-middle,59774.8,18000
Cà Mau,extreme poverty,48676.26666666667,18000
Cà Mau,lower-middle,32525.733333333334,18000
Cà Mau,normal,1010339.6666666666,18000
Cà Mau,upper-middle,56464.333333333336,18000
Cần Thơ,extreme poverty,11709.333333333334,18000
Cần Thơ,lower-middle,7338.533333333333,18000
Cần Thơ,normal,1410797.2666666666,18000
Cần Thơ,upper-middle,18800.86666666667,18000
Gia Lai,extreme poverty,154902.13333333333,18000
Gia Lai,lower-middle,98770.26666666666,18000
Gia Lai,normal,1166416.8666666667,18000
Gia Lai,upper-middle,191366.73333333334,18000
Hoà Bình,extreme poverty,29156.333333333332,18000
Hoà Bình,lower-middle,20314.066666666666,18000
Hoà Bình,normal,721370.2666666667,18000
Hoà Bình,upper-middle,67602.33333333333,18000
Hà Giang,extreme poverty,141186.66666666666,18000
Hà Giang,lower-middle,52583.4,18000
Hà Giang,normal,552153.0666666667,18000
Hà Giang,upper-middle,137558.86666666667,18000
Hà Nam,extreme poverty,27333,18000
Hà Nam,lower-middle,9038.466666666667,18000
Hà Nam,normal,774359.4,18000
Hà Nam,upper-middle,28585.133333333335,18000
Hà Nội,extreme poverty,53109.6,18000
Hà Nội,lower-middle,49759.4,18000
Hà Nội,normal,8380477.133333334,18000
Hà Nội,upper-middle,223088.86666666667,18000
Hà Tĩnh,extreme poverty,67643.33333333333,18000
Hà Tĩnh,lower-middle,34389.26666666667,18000
Hà Tĩnh,normal,1038219.3333333334,18000
Hà Tĩnh,upper-middle,120842.06666666667,18000
Hưng Yên,extreme poverty,36733.2,18000
Hưng Yên,lower-middle,13624.8,18000
Hưng Yên,normal,1293878.4,18000
Hưng Yên,upper-middle,54945.6,18000
Hải Dương,extreme poverty,30944.2,18000
Hải Dương,lower-middle,12846.466666666667,18000
Hải Dương,normal,2065779.6666666667,18000
Hải Dương,upper-middle,52836.666666666664,18000
Hải Phòng,extreme poverty,37704.6,18000
Hải Phòng,lower-middle,18581.866666666665,18000
Hải Phòng,normal,1928992.5999999999,18000
Hải Phòng,upper-middle,43462.933333333334,18000
Hậu Giang,extreme poverty,13199,18000
Hậu Giang,lower-middle,23033.13333333333,18000
Hậu Giang,normal,589787.9333333333,18000
Hậu Giang,upper-middle,32077.933333333334,18000
Hồ Chí Minh,normal,8794113,18000
Khánh Hòa,normal,1192853,18000
Kiên Giang,extreme poverty,15771.266666666666,18000
Kiên Giang,lower-middle,21145.4,18000
Kiên Giang,normal,1679192.5333333334,18000
Kiên Giang,upper-middle,52344.8,18000
Kon Tum,extreme poverty,44891.2,18000
Kon Tum,lower-middle,18393.066666666666,18000
Kon Tum,normal,450956.93333333335,18000
Kon Tum,upper-middle,39094.8,18000
Lai Châu,extreme poverty,74303.93333333333,18000
Lai Châu,lower-middle,41149.13333333333,18000
Lai Châu,normal,275982.2,18000
Lai Châu,upper-middle,81994.73333333334,18000
Long An,extreme poverty,14504.733333333334,18000
Long An,lower-middle,20099.2,18000
Long An,normal,1597874.5333333334,18000
Long An,upper-middle,41383.53333333333,18000
Lào Cai,extreme poverty,68378.33333333333,18000
Lào Cai,lower-middle,24246.8,18000
Lào Cai,normal,561628.4666666667,18000
Lào Cai,upper-middle,99772.4,18000
Lâm Đồng,extreme poverty,25999.6,18000
Lâm Đồng,lower-middle,16958.933333333334,18000
Lâm Đồng,normal,1193890.2,18000
Lâm Đồng,upper-middle,66212.26666666666,18000
Lạng Sơn,extreme poverty,41644.666666666664,18000
Lạng Sơn,lower-middle,44749.333333333336,18000
Lạng Sơn,normal,536982.1333333333,18000
Lạng Sơn,upper-middle,95401.86666666667,18000
Nam Định,extreme poverty,53638.46666666667,18000
Nam Định,lower-middle,29722.266666666666,18000
Nam Định,normal,1620081.6,18000
Nam Định,upper-middle,78281.66666666667,18000
Nghệ An,extreme poverty,124861.66666666667,18000
Nghệ An,lower-middle,86894.06666666667,18000
Nghệ An,normal,2475395.933333333,18000
Nghệ An,upper-middle,327712.3333333333,18000
Ninh Bình,extreme poverty,20902.466666666667,18000
Ninh Bình,lower-middle,17339.399999999998,18000
Ninh Bình,normal,928345.5333333333,18000
Ninh Bình,upper-middle,35338.6,18000
Ninh Thuận,extreme poverty,42597.26666666667,18000
Ninh Thuận,lower-middle,17226.933333333334,18000
Ninh Thuận,normal,514978.73333333334,18000
Ninh Thuận,upper-middle,42214.066666666666,18000
Phú Thọ,extreme poverty,60868,18000
Phú Thọ,lower-middle,29419.8,18000
Phú Thọ,normal,1371537.5333333334,18000
Phú Thọ,upper-middle,63207.666666666664,18000
Phú Yên,extreme poverty,27878.4,18000
Phú Yên,lower-middle,20376.133333333335,18000
Phú Yên,normal,767374.7333333333,18000
Phú Yên,upper-middle,44510.73333333334,18000
Quảng Bình,extreme poverty,58898.53333333333,18000
Quảng Bình,lower-middle,15741.466666666667,18000
Quảng Bình,normal,721651.2,18000
Quảng Bình,upper-middle,21271.8,18000
Quảng Nam,extreme poverty,55563.2,18000
Quảng Nam,lower-middle,11662.666666666668,18000
Quảng Nam,normal,1335471.9333333333,18000
Quảng Nam,upper-middle,81943.2,18000
Quảng Ngãi,extreme poverty,58360.73333333334,18000
Quảng Ngãi,lower-middle,30198,18000
Quảng Ngãi,normal,1003794.5333333333,18000
Quảng Ngãi,upper-middle,100212.73333333334,18000
Quảng Ninh,extreme poverty,20695.733333333334,18000
Quảng Ninh,normal,1323056.9333333333,18000
Quảng Ninh,upper-middle,11632.333333333334,18000
Quảng Trị,extreme poverty,20718.066666666666,18000
Quảng Trị,lower-middle,19075.266666666666,18000
Quảng Trị,normal,590665.7333333333,18000
Quảng Trị,upper-middle,36098.933333333334,18000
Sóc Trăng,extreme poverty,26406.933333333334,18000
Sóc Trăng,lower-middle,27637.733333333334,18000
Sóc Trăng,normal,1000881.7333333334,18000
Sóc Trăng,upper-middle,57770.6,18000
Sơn La,extreme poverty,179855.86666666667,18000
Sơn La,lower-middle,97815.33333333333,18000
Sơn La,normal,781064,18000
Sơn La,upper-middle,196270.8,18000
Thanh Hóa,normal,3557610,18000
Thái Bình,extreme poverty,15263.933333333332,18000
Thái Bình,lower-middle,27546.333333333332,18000
Thái Bình,normal,1565860.2,18000
Thái Bình,upper-middle,19566.533333333333,18000
Thái Nguyên,extreme poverty,21120.533333333333,18000
Thái Nguyên,lower-middle,11299.333333333334,18000
Thái Nguyên,normal,1215097.2666666666,18000
Thái Nguyên,upper-middle,45490.86666666667,18000
Thừa Thiên Huế,extreme poverty,34305.933333333334,18000
Thừa Thiên Huế,lower-middle,13973.133333333333,18000
Thừa Thiên Huế,normal,1055346.0666666667,18000
Thừa Thiên Huế,upper-middle,34149.86666666667,18000
Tiền Giang,extreme poverty,49629.8,18000
Tiền Giang,lower-middle,20290,18000
Tiền Giang,normal,1602613.0666666667,18000
Tiền Giang,upper-middle,91424.13333333333,18000
Trà Vinh,extreme poverty,23938.6,18000
Trà Vinh,lower-middle,32525,18000
Trà Vinh,normal,876153.7333333333,18000
Trà Vinh,upper-middle,43020.666666666664,18000
Tuyên Quang,extreme poverty,47351.13333333333,18000
Tuyên Quang,lower-middle,9910.533333333333,18000
Tuyên Quang,normal,686404.6,18000
Tuyên Quang,upper-middle,60855.73333333333,18000
Tây Ninh,extreme poverty,3196.7333333333336,18000
Tây Ninh,lower-middle,9963.6,18000
Tây Ninh,normal,1086971.4,18000
Tây Ninh,upper-middle,29377.266666666666,18000
Vĩnh Long,extreme poverty,25497.333333333332,18000
Vĩnh Long,lower-middle,22468.533333333333,18000
Vĩnh Long,normal,939064.2666666667,18000
Vĩnh Long,upper-middle,84729.86666666667,18000
Vĩnh Phúc,extreme poverty,19645.866666666665,18000
Vĩnh Phúc,lower-middle,15619.866666666667,18000
Vĩnh Phúc,normal,1122713,18000
Vĩnh Phúc,upper-middle,48615.26666666667,18000
Yên Bái,extreme poverty,38545.26666666666,18000
Yên Bái,lower-middle,40181.4,18000
Yên Bái,normal,698644.4,18000
Yên Bái,upper-middle,96263.93333333333,18000
Điện Biên,extreme poverty,107336.93333333333,18000
Điện Biên,lower-middle,74275.93333333333,18000
Điện Biên,normal,324377,18000
Điện Biên,upper-middle,103716.13333333333,18000
Đà Nẵng,normal,1188497,18000
Đà Nẵng,upper-middle,1917,18000
Đắk Lắk,extreme poverty,117838.33333333333,18000
Đắk Lắk,lower-middle,53310.933333333334,18000
Đắk Lắk,normal,1571982.8,18000
Đắk Lắk,upper-middle,103313.93333333333,18000
Đắk Nông,extreme poverty,37607.46666666667,18000
Đắk Nông,lower-middle,32088.866666666665,18000
Đắk Nông,normal,541604.4,18000
Đắk Nông,upper-middle,47288.26666666666,18000
Đồng Nai,extreme poverty,7061.5999999999995,18000
Đồng Nai,lower-middle,6114,18000
Đồng Nai,normal,2999083.1333333333,18000
Đồng Nai,upper-middle,28576.266666666666,18000
Đồng Tháp,extreme poverty,7447.466666666666,18000
Đồng Tháp,lower-middle,3602.6,18000
Đồng Tháp,normal,1497432.4666666666,18000
Đồng Tháp,upper-middle,37734.46666666667,18000
An Giang,extreme poverty,6163.2,19000
An Giang,lower-middle,16510.86666666667,19000
An Giang,normal,1843907.9333333333,19000
An Giang,upper-middle,32120,19000
Bà Rịa - Vũng Tàu,extreme poverty,11823,19000
Bà Rịa - Vũng Tàu,lower-middle,13605.4,19000
Bà Rịa - Vũng Tàu,normal,1110108.8666666667,19000
Bà Rịa - Vũng Tàu,upper-middle,18121.733333333334,19000
Bình Dương,extreme poverty,6520.866666666667,19000
Bình Dương,lower-middle,3429.866666666667,19000
Bình Dương,normal,2785735.4,19000
Bình Dương,upper-middle,21834.866666666665,19000
Bình Phước,extreme poverty,10910.6,19000
Bình Phước,lower-middle,11450.866666666667,19000
Bình Phước,normal,958700.2666666666,19000
Bình Phước,upper-middle,28046.266666666666,19000
Bình Thuận,normal,1223288,19000
Bình Định,extreme poverty,82695.8,19000
Bình Định,lower-middle,39334.6,19000
Bình Định,normal,1258147.4666666666,19000
Bình Định,upper-middle,101681.13333333333,19000
Bạc Liêu,extreme poverty,12842.266666666666,19000
Bạc Liêu,lower-middle,13969.666666666668,19000
Bạc Liêu,normal,836094.0666666667,19000
Bạc Liêu,upper-middle,28610,19000
Bắc Giang,extreme poverty,23886.266666666666,19000
Bắc Giang,lower-middle,13691.133333333333,19000
Bắc Giang,normal,1677382.1333333333,19000
Bắc Giang,upper-middle,59192.46666666667,19000
Bắc Kạn,extreme poverty,71802.86666666667,19000
Bắc Kạn,lower-middle,13185.066666666668,19000
Bắc Kạn,normal,195231.93333333335,19000
Bắc Kạn,upper-middle,32138.133333333335,19000
Bắc Ninh,extreme poverty,17662.2,19000
Bắc Ninh,lower-middle,8772.6,19000
Bắc Ninh,normal,1494213.2,19000
Bắc Ninh,upper-middle,33593,19000
